@relation dwt_64_ert

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
17,-302.36825,-260.79125,-286.901938,251.074,294.995,278.887938,254.12525,300.68375,275.561938,68.640269,28.079615,10.93475,-194.94625,-120.434,-168.548563,-356.20025,-274.1465,-320.867,36.724103,4
18,-300.78175,-266.8215,-279.816,260.32775,292.822,272.564938,275.8055,323.95075,292.034625,68.326668,25.7382,11.744361,-171.46025,-122.827,-145.495625,-302.172,-234.20275,-277.251625,34.208758,4
19,-299.97525,-279.0285,-291.284125,273.022,289.89275,283.947625,266.187,312.91425,286.52875,68.292726,25.729605,11.40547,-152.8565,-144.23825,-149.768188,-287.668,-230.053,-255.14425,34.038754,4
20,-295.06875,-268.87175,-283.105438,260.7175,286.98725,274.786188,272.314,324.8795,294.147688,67.639006,26.878263,12.122247,-177.051,-121.631,-151.971688,-283.448,-204.6145,-240.710813,34.834678,4
21,-316.2355,-273.26625,-287.768563,264.74575,305.76175,277.783,267.11375,306.59075,290.081188,64.702745,27.126346,11.484541,-180.83475,-118.0905,-147.8515,-239.601,-160.01,-208.67975,36.922576,4
22,-308.56925,-277.12375,-289.64225,268.21325,303.3935,281.420875,255.617,297.0945,275.867,60.732341,26.366345,11.900224,-156.6645,-120.33675,-144.482188,-224.95125,-185.1325,-204.71225,33.167412,4
23,-290.1125,-273.5355,-283.459875,265.55175,281.0055,275.152625,261.0345,310.1565,287.458313,59.453892,26.19798,10.704206,-158.56925,-120.4105,-135.553063,-208.643,-157.5195,-170.58725,33.27103,4
24,-310.32725,-256.861,-284.796313,247.241,299.12125,275.6775,241.26175,306.7375,278.211625,62.735928,27.072758,11.026936,-175.19525,-97.99825,-140.74725,-204.54125,-118.09125,-157.348688,36.009182,4
25,-311.377,-255.249,-270.049938,245.04375,301.95375,260.528563,257.421,298.90225,274.792063,64.529504,28.018663,10.626903,-168.50575,-108.44725,-134.844938,-204.56575,-132.959,-161.572438,34.993191,4
26,-272.89975,-251.04975,-265.7775,243.1885,265.8205,256.872563,264.844,314.551,289.520438,67.327172,26.325357,11.52399,-166.7725,-131.42075,-149.109,-168.994,-114.96575,-144.519,32.094725,4
27,-325.92725,-299.56075,-312.463438,289.23325,317.79775,303.942688,222.11925,239.7215,231.659,71.608704,25.327348,11.369902,-241.0645,-206.9585,-220.983938,-210.5225,-186.18175,-200.817875,33.932008,4
28,-313.696,-279.0285,-299.804625,269.75075,304.95625,291.9005,215.21,254.73675,233.130125,71.0561,26.543124,11.718421,-239.25775,-208.618,-223.706063,-217.236,-172.1435,-200.207313,34.661245,4
29,-309.5215,-286.4985,-298.31525,277.6615,297.8025,288.30575,221.875,270.23725,249.102125,68.465614,27.548162,11.473519,-207.056,-152.344,-183.111688,-206.86025,-128.29625,-158.386313,37.529521,4
30,-313.79275,-272.97375,-300.341375,263.8425,305.6635,291.204688,229.3215,274.19425,245.111,64.494149,26.434458,12.274058,-203.66175,-135.66875,-174.16375,-207.44625,-112.57375,-162.054438,32.994324,4
31,-306.10325,-275.53725,-290.936125,265.47825,299.756,282.34875,227.539,281.616,253.454188,62.252267,27.375764,11.212688,-151.53825,-110.254,-135.12575,-155.29825,-98.4865,-118.029875,33.78726,4
32,-328.58925,-276.074,-300.54325,268.408,318.89625,292.157,216.52875,287.01175,247.00925,61.423184,26.848644,11.086287,-177.39275,-114.55125,-146.3015,-133.61825,-68.066,-109.527313,34.256714,4
33,-319.79975,-280.49325,-295.617688,272.48575,312.134,287.194938,214.5755,263.11075,240.686125,62.769162,27.621467,10.643451,-171.289,-128.3205,-151.794625,-158.057,-101.09925,-128.43025,36.507561,4
34,-282.8615,-204.19875,-252.990938,194.33575,272.119,242.932125,226.5625,314.30725,262.652625,67.430763,26.561886,11.301558,-134.7165,-36.13275,-98.779375,-150.0725,-20.7275,-90.93,37.150912,4
35,-195.23925,-174.63375,-183.190875,165.381,185.62025,174.37775,284.618,335.37875,314.599875,70.884273,26.282886,11.461314,-52.3685,1.14725,-17.566125,-85.4005,6.665,-25.665125,32.593853,4
36,-199.463,-151.978,-165.307875,142.06575,189.67275,155.267375,295.4325,349.75675,329.259625,72.885385,27.134231,11.890709,-31.714,40.11225,16.137687,-44.922,17.11425,-10.376,35.659847,4
37,-167.8465,-127.295,-153.656125,116.1375,157.105,143.206813,316.9215,368.6505,340.784313,69.468292,27.180376,11.851005,20.45925,70.67875,44.848688,-28.31975,38.20825,8.343625,39.884508,4
38,-155.39525,-127.80825,-146.03275,116.3575,146.045,135.4065,324.87575,368.94275,341.234188,65.772598,27.295,12.24274,44.6535,112.231,79.064938,-6.128,21.63075,3.985562,31.16844,4
39,-138.15925,-109.86275,-124.792313,99.096,128.73525,114.33075,358.98375,395.6755,380.9925,63.875784,26.246021,11.498267,99.41425,131.3725,121.118438,-4.053,46.80175,17.096063,32.694428,4
40,-136.05925,-94.873,-108.727813,85.034,127.808,98.266625,354.75875,427.22325,394.116,55.934975,27.489022,11.593764,112.9395,165.55175,140.307625,-38.96475,16.699,-13.57425,33.257291,4
41,-136.52375,-97.8025,-113.263063,86.23025,124.902,101.665938,386.35275,441.60375,420.527125,62.837751,28.038336,11.010087,136.64575,183.30125,154.69975,-24.29175,28.75975,-3.625312,36.825432,4
42,-114.795,-86.4015,-103.711063,74.414,105.98125,92.468188,429.34625,471.7285,453.087813,68.916041,27.099414,11.191368,176.196,208.91125,196.295125,-6.8355,41.04025,14.898875,31.389164,4
43,-114.6485,-100.928,-106.170813,91.84575,102.92975,95.867875,437.74475,480.00375,467.747875,71.192571,26.514452,11.318668,173.24225,218.627,199.194063,-40.942,30.591,-4.687313,32.883516,4
44,-120.14175,-81.46975,-97.320563,71.89975,109.42375,87.33525,481.98175,539.35175,513.4155,67.501474,26.896073,11.651086,158.37425,217.7005,192.444,-39.1845,38.62325,2.679563,35.47024,4
45,-108.3985,-58.83825,-91.229313,46.02025,98.24175,80.792063,511.8975,583.4225,545.74175,66.291261,27.351063,12.097645,146.68,218.21325,172.681063,-11.20575,40.89375,12.500063,38.772505,4
46,-89.5265,-70.5075,-82.073875,59.009,80.151,71.887188,566.92,609.425,582.315625,65.014933,25.958855,12.091655,102.46575,161.20575,134.173438,-36.81625,5.444,-15.856938,34.828323,4
0,115.723,136.0105,126.776,-149.24325,-128.0755,-140.301188,701.6625,747.85,722.95625,69.816188,28.420058,10.694291,846.05,886.3075,861.008125,-707.7375,-629.275,-679.3575,35.370785,4
1,98.535,135.44925,115.100063,-150.92725,-113.84275,-130.114563,739.575,779.1975,762.406875,70.746033,26.85012,11.945589,852.635,890.8675,866.3375,-686.595,-651.3675,-668.663125,36.33498,4
2,39.03825,142.89575,104.461875,-156.543,-54.834,-118.206875,673.1,771.3125,737.889375,73.3694,26.189775,11.70962,791.8425,890.8975,857.775625,-768.87,-680.4175,-711.741875,36.95169,4
3,118.3105,159.448,131.127875,-174.805,-132.812,-146.203625,748.0725,815.77,776.4125,65.082108,26.351411,12.070586,872.1425,938.7725,900.989375,-700.56,-615.9675,-656.409375,36.109129,4
4,45.67925,135.4975,85.864375,-149.0235,-61.71925,-99.676813,684.105,763.5725,726.08,66.149839,28.033357,11.988292,822.0675,910.86,864.6025,-750.435,-653.835,-702.204375,34.128117,4
5,11.03525,49.29225,38.586438,-62.8915,-24.4635,-51.605625,632.2,709.575,678.191875,66.810984,26.051774,12.234082,757.4725,843.215,811.989375,-774.1225,-704.64,-742.651875,34.825855,4
6,24.34125,49.85325,40.625188,-63.11075,-40.77125,-54.773063,674.1725,711.9625,690.423125,60.874823,27.23031,10.928187,770.05,818.115,785.51625,-768.3825,-690.1175,-732.58125,32.234657,4
7,18.2375,60.2295,34.759375,-71.509,-32.129,-47.583188,663.28,716.8475,689.471875,65.255349,27.722209,10.840825,726.5875,778.32,747.27875,-790.6975,-717.26,-754.715625,37.110655,4
8,15.94225,69.09175,39.41025,-82.6905,-29.541,-52.990625,657.62,722.12,686.500625,67.535769,28.328585,10.991695,707.13,766.6275,734.870625,-783.7925,-741.725,-764.675,37.882499,4
9,16.626,58.301,36.328313,-71.19125,-29.7125,-48.242313,676.055,709.3975,698.24875,70.710678,26.285729,11.903029,717.995,755.125,740.97375,-741.6,-700.5375,-723.84,34.153994,4
10,24.1455,45.31225,34.911938,-59.961,-37.573,-48.651125,659.865,708.35,688.80125,71.71477,26.430148,11.540677,707.3,744.1175,727.264375,-771.4875,-704.8575,-737.13875,33.126492,4
11,12.23125,40.4785,27.99075,-54.419,-26.0495,-42.181375,679.2,726.0775,704.210625,70.611683,26.665242,12.018291,692.36,751.8575,722.974375,-754.8125,-688.6,-720.4075,35.59456,4
12,2.417,66.8455,32.000625,-81.9585,-16.821,-46.136438,688.74,734.91,713.925,66.255905,28.059366,11.901557,655.64,730.7675,704.34625,-757.2775,-677.9275,-710.7725,35.055275,4
13,-5.737,75.07325,32.653875,-89.2825,-8.277,-46.747188,697.85,746.335,718.57875,61.942554,25.875509,11.680654,646.34,709.5475,679.658125,-746.9475,-642.64525,-687.308188,32.166719,4
14,100.513,137.50025,122.888313,-150.80575,-113.843,-137.139875,793.195,843.06,821.10125,61.903663,27.1573,10.978404,757.515,763.7725,760.294375,-587.061,-526.29125,-553.1385,35.529589,4
15,103.003,133.8375,117.462,-147.26575,-116.40575,-131.164438,799.0775,850.83,823.713125,64.049732,27.610611,11.135336,740.2075,798.85,773.6625,-533.66675,-466.4105,-499.971063,34.957083,4
16,89.50175,144.26275,111.675938,-159.98525,-105.444,-126.96525,800.15,852.4825,825.046875,68.462079,28.653046,11.249204,709.8325,792.29,746.31875,-529.24475,-449.36775,-488.121375,37.053442,4
17,108.008,135.9135,119.391063,-151.09875,-123.5595,-134.118625,827.9725,855.615,841.13625,72.333488,26.770362,11.97917,749.515,759.4225,754.61,-466.52825,-438.82025,-456.791875,32.547917,4
18,105.90825,112.0605,109.89975,-126.392,-121.75325,-124.951188,800.0275,861.99,830.945625,69.462635,26.784647,11.492278,719.3375,767.1375,734.2275,-494.385,-393.84875,-451.514813,33.98617,4
19,97.50975,134.57025,117.040875,-151.1725,-112.35325,-132.067875,827.3625,886.2025,854.556875,69.056048,27.104142,12.17133,720.9975,778.0525,749.80625,-446.82975,-372.412,-401.446625,38.49695,4
20,79.39425,128.78375,111.071625,-141.94325,-92.50525,-125.177125,830.5175,880.1,854.03375,69.501526,28.013974,11.738273,683.13,730.9825,713.008125,-428.003,-362.35,-389.254938,36.932846,4
21,70.97175,118.6525,96.514813,-135.81525,-85.2785,-110.998688,822.315,874.2125,847.943125,59.835376,26.536582,11.910695,629.3475,708.13,679.525,-406.5185,-351.48975,-383.787688,30.66281,4
22,95.31225,119.287,110.949625,-133.008,-108.42275,-124.255375,860.55,889.185,878.7125,62.568344,26.817559,11.169654,652.8025,690.6225,667.633125,-394.4075,-347.26575,-366.64475,34.61561,4
23,85.034,119.4095,101.42225,-133.6915,-99.36575,-115.558063,857.15,904.7125,877.79375,65.502837,28.139497,11.402673,589.7475,629.755,610.5275,-406.46475,-334.74225,-372.814813,35.006379,4
24,89.844,114.819,103.094313,-130.566,-105.59075,-118.00525,841.16,907.545,869.91,67.390812,28.541435,11.345467,519.16425,595.555,562.927938,-448.168,-373.48225,-404.247688,36.442311,4
25,100.708,138.0615,120.349063,-150.75625,-115.039,-133.184688,850.345,898.5575,881.195625,70.265201,26.816607,12.180609,504.68425,577.34,542.521438,-432.93525,-372.24325,-395.72175,34.018233,4
26,82.2265,133.86275,102.758813,-148.21825,-96.8995,-116.070625,850.5875,882.91,869.244375,71.361216,26.639272,11.498528,464.33225,518.65275,494.12275,-438.57375,-393.037,-421.866813,35.156192,4
27,91.5035,129.34575,106.030313,-141.77225,-105.0055,-118.676813,853.735,910.275,884.203125,67.673654,27.080093,12.115576,443.18825,507.6625,471.911188,-468.877,-372.485,-418.421688,32.275349,4
28,92.774,120.72775,110.779,-135.30275,-106.6405,-124.676563,859.4025,921.385,888.84875,63.841136,28.71248,12.219889,416.82025,466.698,440.330813,-427.80725,-352.55975,-389.127875,36.719616,4
29,78.2715,124.53625,97.461063,-139.453,-92.94475,-111.810313,844.9,893.2875,872.03625,62.324392,26.805411,11.999701,386.4985,445.1645,423.560125,-402.83425,-371.386,-385.931063,33.730395,4
30,96.5575,117.79775,109.973,-132.15325,-111.57175,-124.31025,874.635,906.3225,893.676875,61.974374,26.93641,10.702723,413.47825,440.059,427.532125,-367.19,-336.47575,-348.554063,34.188816,4
31,86.69425,112.305,97.351063,-123.92575,-101.5385,-110.980438,849.4625,909.94,876.41625,65.014933,27.617796,11.167292,390.796,431.73575,413.647938,-358.20375,-289.672,-324.31575,36.947305,4
32,79.0285,120.63,96.771375,-134.668,-92.87075,-111.401188,846.1675,905.18,870.84375,66.496322,29.107001,11.153643,395.6775,449.90225,416.38775,-345.77725,-245.58225,-302.387438,36.436687,4
33,85.00975,120.142,97.479375,-134.668,-98.6815,-111.834563,854.74,904.27,879.08875,70.576328,26.716658,12.198763,398.31975,443.773,413.3,-284.35325,-235.499,-266.185938,34.681729,4
34,82.788,96.6065,89.05025,-111.35225,-96.1425,-103.69875,857.395,877.76,867.005,74.472486,26.724127,11.607945,388.57375,422.582,407.549813,-296.3385,-228.0995,-267.591188,35.411035,4
35,80.5665,108.56925,95.739688,-125.293,-97.315,-110.553063,835.2975,899.07,868.4125,65.665471,27.296032,12.310132,382.129,444.2855,415.520125,-282.35,-198.94975,-232.562813,38.09944,4
36,70.36125,121.2645,96.252375,-137.2315,-84.98575,-111.010813,834.5475,896.6775,869.225625,65.113928,28.005892,11.926982,360.23,425.29125,397.588563,-248.339,-196.3865,-223.711875,36.724551,4
37,77.53975,105.127,91.504125,-121.972,-94.01875,-107.134813,852.9025,883.2275,862.931875,60.48945,26.386046,12.024934,360.181,405.368,377.934375,-255.61675,-170.48375,-204.694313,35.737797,4
38,70.0195,89.1845,80.474938,-101.87975,-84.741,-94.079563,848.1425,877.3175,863.8275,61.253125,26.864854,10.521374,348.4375,388.6,366.98,-188.4765,-126.88025,-150.189188,32.957307,4
39,63.989,106.665,85.644313,-121.607,-80.542,-100.53125,836.3275,901.5675,862.214375,66.874624,27.700258,11.325753,320.31125,413.8435,355.420688,-185.84025,-82.861,-138.384813,38.520244,4
40,51.19625,110.6935,78.601,-125.61,-64.20925,-93.45725,837.2375,873.02,856.079375,68.914627,29.185588,11.005761,312.52625,364.25575,342.028313,-112.28025,-85.791,-96.954375,33.20992,4
41,69.116,91.16175,80.895938,-106.46925,-83.398,-95.349125,846.19,885.64,862.62,72.60926,26.889667,12.057163,315.817,361.7155,340.104938,-115.3075,-26.36725,-74.786188,33.354529,4
42,59.8145,81.8605,71.557875,-96.997,-75.879,-86.773563,817.9975,871.5625,844.135625,69.816188,26.502417,11.788035,271.848,344.606,301.477063,-118.87225,-41.62525,-85.69325,35.653275,4
43,55.88375,91.1865,70.4225,-106.421,-71.338,-85.150313,829.855,884.055,854.82625,70.572792,27.089551,12.393819,271.97275,331.25275,304.1755,-60.00975,-20.36125,-38.324,34.569359,4
44,53.85775,81.811,67.11425,-96.99775,-68.8475,-82.067938,814.795,871.3625,850.543125,64.428034,28.956209,11.560124,245.069,307.98675,290.259563,-73.5355,16.0645,-29.229813,38.676127,4
45,40.06375,85.61975,61.663813,-100.4155,-54.56475,-75.8545,810.8175,872.12,835.938125,59.899015,27.076504,11.418004,215.74775,294.606,255.780563,-63.208,2.417,-32.68425,34.625886,4
46,72.0215,81.1525,77.093688,-94.80025,-84.839,-90.918313,848.8075,864.0125,855.73625,62.593092,26.859085,10.832762,247.43575,272.31575,257.879688,-10.498,28.833,11.779875,34.331425,4
0,129.5405,145.97175,136.871125,-159.79025,-144.72675,-151.88,379.4925,413.1615,398.181875,71.539054,26.411433,10.855623,356.49175,396.95075,373.06475,29.7855,76.5135,55.456625,34.806798,4
1,112.45125,161.597,137.744188,-173.9015,-126.63575,-151.562625,378.42325,431.0265,402.1075,71.43122,29.732178,12.143718,379.12575,454.17525,408.782688,19.8,83.4235,43.054375,33.690334,4
2,131.494,172.9495,148.211875,-189.1605,-147.36375,-164.105438,392.82425,455.56475,416.565063,69.849422,27.794003,11.845678,418.77325,498.1895,444.627063,3.14925,91.18675,43.237375,34.705923,4
3,139.2575,155.8595,150.476125,-172.26575,-154.24775,-165.911938,423.56,443.3565,433.708625,70.7775,26.128656,12.14674,460.44675,485.89175,478.259813,30.98125,66.67525,51.013438,34.910879,4
4,144.75125,158.0815,149.115188,-173.511,-160.96175,-164.35525,406.07675,464.96825,430.425688,67.981599,26.848747,11.94057,447.047,486.59675,460.846938,17.72425,98.02275,58.673313,36.891274,4
5,134.52125,171.045,151.416063,-184.7655,-153.393,-167.553625,402.27325,466.92375,434.62775,60.459751,29.361625,12.372127,386.889,469.533,422.559438,29.78525,100.09775,67.413188,36.14257,4
6,131.299,164.746,146.136438,-183.69125,-146.48425,-163.146875,418.94975,452.09775,436.230188,61.801486,28.465924,11.662961,376.927,409.88775,394.792938,61.59675,110.376,82.324313,35.88119,4
7,134.64375,143.84725,141.381938,-161.88975,-152.6125,-158.587813,410.45075,437.74675,425.111875,66.809924,26.231059,10.915297,329.489,374.24325,350.061125,23.9745,91.2355,60.821563,36.381104,4
8,119.28675,167.06525,149.82275,-182.8375,-134.57025,-165.881438,409.842,461.846,440.658063,64.08438,27.280374,11.107507,306.5415,374.22,348.606875,55.15125,133.496,100.286813,38.318211,4
9,110.571,159.741,136.065625,-175.09775,-127.68575,-152.331688,397.973,449.02275,419.701,71.021098,27.475861,11.797214,287.0575,353.09825,317.504125,97.36325,165.1365,129.009813,37.272888,4
10,121.33825,158.20325,144.781688,-174.6825,-138.941,-161.35875,397.0475,436.01275,418.068625,67.985842,27.538736,11.603517,285.1565,323.3905,308.270813,87.3785,119.336,105.389563,35.108664,4
11,125.4395,160.42475,143.402,-177.93,-141.67475,-160.528625,409.37575,431.93725,423.438,70.298788,27.033427,12.535872,286.7435,345.99425,322.05225,92.65175,154.1015,125.170938,35.976192,4
12,101.6115,135.86425,112.7135,-150.80525,-118.06575,-128.631375,382.35075,436.6465,408.309,68.572034,26.909249,11.846293,261.62175,329.07625,293.128188,60.27825,138.9895,104.303,34.381648,4
13,101.7825,161.157,123.248375,-177.0995,-120.752,-140.710313,393.65675,454.07875,420.625375,59.766786,28.211841,12.044086,256.935,340.966,296.796188,37.93975,135.1555,96.484125,35.171039,4
14,91.675,151.12325,118.603625,-167.62675,-110.1075,-136.267,397.4595,451.1965,421.819188,64.599861,28.402171,11.4619,255.2265,342.332,293.902625,78.516,166.1375,107.141313,33.166268,4
15,77.1245,118.21325,95.721688,-137.18275,-94.35975,-113.63525,399.6345,420.85275,408.729813,67.913364,26.330751,11.293033,255.5915,316.9465,285.498938,82.00675,133.27675,107.434063,34.868278,4
16,95.4595,126.66,107.519563,-142.65125,-110.22925,-123.071313,392.55425,457.7645,426.648938,66.01761,27.719317,10.923191,312.98875,343.7025,327.337188,131.9335,166.846,154.181063,35.977561,4
17,86.79225,122.48575,105.237188,-137.9155,-103.22225,-122.045938,377.56475,432.32225,409.278,74.712549,27.931174,12.057156,328.95625,391.088,351.3975,150.952,216.87075,173.645313,34.847252,4
18,83.8625,125.07275,99.963313,-139.014,-98.755,-115.741125,375.097,421.8545,399.793125,70.712446,27.242892,12.293981,329.5895,398.90275,351.001438,153.1495,229.199,178.137063,35.01931,4
19,97.143,116.64975,107.391063,-130.615,-112.79325,-122.509688,363.9425,438.01275,398.511563,70.088424,26.187347,11.792163,362.40175,383.6905,372.79,175.21975,214.526,192.742625,33.650705,4
20,84.13025,135.66875,100.57975,-149.7315,-100.83,-115.637313,355.2225,401,374.828563,64.565213,27.508467,11.942144,343.138,433.325,384.644375,174.122,250.92925,210.193563,36.94546,4
21,81.00525,130.22525,110.290375,-146.9485,-98.80425,-127.270625,325.244,393.50625,353.839125,55.691377,28.371454,11.453153,362.064,445.073,414.833375,147.3385,245.53225,194.109875,35.735545,4
22,91.9925,114.50225,107.013125,-130.59075,-106.59175,-122.088688,300.58675,365.96975,345.881875,65.809014,28.551781,11.335757,428.49175,451.92925,438.342,151.49,192.04125,179.065438,30.209262,4
23,84.00875,126.95325,103.19825,-142.334,-98.46175,-118.249563,317.03925,327.97575,323.039625,68.259492,26.965124,10.963937,423.682,471.2095,449.242188,110.3515,147.43675,124.359188,35.405167,4
24,91.03975,119.5555,109.283438,-133.76525,-106.25,-123.907625,292.579,348.36475,325.384188,72.61032,27.449208,11.539633,446.68075,508.9375,486.67725,84.644,169.1655,135.693625,33.614102,4
25,100.75675,124.097,111.083688,-139.28225,-117.94425,-126.806625,277.75975,331.13025,301.715563,70.747094,27.864952,12.304681,481.37125,532.15225,510.772438,66.65025,114.844,84.246938,36.357895,4
26,91.62625,142.676,110.034313,-159.0335,-109.15525,-127.740313,263.599,302.736,286.719063,72.815028,27.740299,11.823255,468.52675,537.86875,499.005125,-30.32225,44.6535,21.99725,34.427523,4
27,102.9545,126.85525,116.272063,-143.7255,-119.31175,-132.38525,263.30575,315.207,286.296438,69.568701,27.656412,12.161887,502.6585,539.76975,521.404813,-24.292,34.668,4.833875,38.20436,4
28,111.108,122.754,115.46,-138.452,-127.4905,-131.6955,240.5505,292.5525,262.9325,60.144028,28.038854,11.651714,503.32,530.79075,517.573188,-65.40525,5.24925,-25.848063,35.803401,4
29,116.62575,149.292,128.594938,-164.96625,-134.6195,-145.562875,234.76775,286.0845,263.91675,63.669662,29.043383,11.552276,505.27475,567.70225,533.87425,-67.72475,17.96925,-20.697,36.712809,4
30,109.57025,157.6665,140.612875,-173.38825,-126.147,-157.018875,242.213,290.62575,267.5485,68.260907,28.487856,11.267483,510.7475,560.0535,539.0985,-35.498,8.838,-12.212938,36.396444,4
31,124.9765,164.25825,141.43725,-180.811,-139.16,-156.756688,233.593,284.66875,255.249125,71.261514,26.493949,11.200163,506.36775,567.381,532.444,-52.19725,32.34875,-16.107063,32.738054,4
32,141.47975,173.92575,152.862625,-188.5495,-157.20225,-167.797813,239.5255,292.30975,272.228938,68.465261,27.859629,11.897426,513.27775,582.7175,542.646688,-48.19325,38.45275,4.663312,33.698769,4
33,140.86875,176.78175,160.510063,-190.89325,-155.78575,-175.616188,258.5945,304.78425,281.555313,72.990744,28.090317,11.767515,523.19725,554.3195,537.353375,-21.55775,29.1015,4.430938,34.986892,4
34,131.2745,193.189,154.27875,-209.302,-146.33775,-170.31275,258.0315,304.93175,274.822625,70.951802,26.494261,12.131409,470.7765,565.82,507.965125,-36.499,42.114,-9.192063,35.481721,4
35,138.599,179.66325,163.60475,-199.16975,-155.0295,-179.400688,273.681,322.29025,300.275438,67.984781,26.974523,12.002388,496.664,542.332,521.144063,-15.96675,29.077,13.439875,37.495621,4
36,146.24025,181.95825,163.391125,-197.06975,-158.86225,-178.741125,263.1335,323.61025,299.017625,59.108116,28.425577,11.537632,505.29775,540.50625,521.051313,1.70925,77.2215,35.864188,35.942437,4
37,134.74125,196.36225,162.432938,-213.623,-152.9295,-179.009875,280.369,323.99675,301.573625,63.35606,29.020764,11.578287,463.2275,539.74725,494.553813,-27.58775,49.07225,14.98425,37.176982,4
38,152.68575,185.54625,162.267813,-201.978,-167.74925,-177.905563,282.9585,333.40225,312.067063,65.496473,27.278063,11.73914,453.10025,499.10075,485.64,-24.121,33.423,14.2335,36.030019,4
39,145.01975,175.098,155.37725,-188.62325,-160.4975,-170.813063,271.43575,313.94175,296.094375,68.123021,26.772446,11.626937,449.29175,489.18125,463.323,-31.83575,35.13175,6.439125,40.591891,4
40,132.4215,184.17975,168.212938,-199.73125,-148.218,-183.398438,286.35325,332.56925,314.959875,72.850383,27.922657,12.226965,405.933,495.4345,450.153813,-31.5675,51.78275,3.979563,36.257718,4
41,137.25625,200.342,162.555,-217.407,-152.026,-178.094375,297.291,339.03975,316.1385,72.230958,27.789618,11.896941,402.61575,450.04975,422.845688,-17.749,36.182,2.04475,37.577668,4
42,143.09075,168.7255,156.512438,-184.17975,-158.1785,-171.490438,268.2615,326.367,297.283,67.257169,27.79877,12.825964,380.46775,409.64425,395.271438,-46.06975,57.73975,-4.614188,34.109016,4
43,125.75675,179.1745,155.376875,-193.89675,-138.33,-170.269688,282.616,345.21575,310.162063,59.177767,27.690568,11.178062,396.825,440.87025,410.485375,7.15275,68.75025,33.367813,36.123509,4
44,112.69525,171.65575,141.406375,-184.6435,-129.59,-156.585813,281.98275,312.182,296.600438,62.907401,27.287755,11.338121,360.6695,422.36225,383.0205,-28.8575,41.45475,14.306625,34.074425,4
45,127.95375,155.42025,143.38375,-169.946,-143.52975,-158.917125,255.9825,317.62775,282.727313,66.498089,29.643881,10.958737,323.461,377.29475,350.006125,-59.4485,36.54825,-20.526,35.595581,4
46,122.07025,167.456,151.11075,-182.61725,-141.504,-167.749063,250.24375,303.56425,288.146438,66.601327,27.343381,11.849774,317.40825,358.3285,343.225938,-36.67025,-2.70925,-14.532438,34.94286,4
0,17.1385,64.1115,36.901813,-76.78175,-33.6915,-52.014125,330.2995,374.63225,354.583438,55.101296,26.58467,10.576726,606.005,686.455,639.1,451.12175,548.0965,507.84775,32.524989,6
1,20.288,66.6995,37.475625,-81.17675,-34.7415,-51.147438,326.7825,360.27675,343.157313,61.663247,24.989066,10.377976,592.185,671.3125,624.365625,437.66825,517.09175,472.125313,31.880783,6
2,28.75975,59.1555,44.891188,-72.68075,-43.13975,-58.886688,327.56625,372.97125,353.075813,64.150141,25.785736,10.448909,660.28,665.45,661.95,455.979,521.99275,496.897375,34.075786,6
3,22.6075,61.37675,47.56475,-75.3175,-37.988,-61.371063,315.5765,371.50675,340.313938,68.502737,26.434381,11.205905,625.92,702.175,671.58625,452.95475,540.67175,495.355625,33.994701,6
4,23.65725,84.96175,55.432438,-99.63375,-38.37925,-69.226,317.77125,360.15625,338.768813,66.979276,25.963347,11.217339,626.69,700.61,670.103125,452.223,498.731,478.162063,32.581816,6
5,48.82775,72.778,58.843875,-87.6705,-62.03625,-72.064188,314.64925,364.79425,341.284188,66.874624,23.664865,11.129043,663.8675,711.5725,681.98125,426.905,496.50775,468.3285,32.633084,6
6,28.63775,65.625,49.13925,-79.3945,-41.1865,-61.590688,310.914,367.7265,328.430438,60.768403,25.572745,11.100942,661.765,723.415,692.4975,402.8315,510.10525,458.061375,32.686268,6
7,36.0355,89.6245,65.503188,-103.027,-50.464,-79.425,321.022,367.0635,340.564625,57.417778,26.80611,10.790113,695.8025,766.38,724.115625,443.06125,522.111,475.612938,36.02923,6
8,37.35375,71.9,56,-88.74525,-52.24625,-71.044875,298.583,365.159,331.897188,57.213777,25.328928,10.013487,696.5525,755.665,722.60625,437.25425,517.02075,473.523625,32.548157,6
9,35.86375,72.949,61.272938,-89.01375,-48.926,-76.08025,303.343,355.6415,332.861688,61.6636,24.0479,10.030802,694.845,737.74,722.184375,432.34925,493.532,464.19675,32.808272,6
10,51.24525,67.3585,59.326188,-83.227,-66.04,-74.853313,303.662,350.48875,332.2325,64.291209,24.540875,10.781533,705.3225,732.7175,720.30875,419.8285,470.114,443.9465,34.067053,6
11,24.3895,67.79825,49.23125,-81.9335,-39.2085,-64.52025,302.85625,341.526,323.21725,67.672947,25.424029,10.854165,692.4575,742.7775,723.274375,405.96,465.42675,425.0005,33.488121,6
