@relation dwt

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
65,46.611418,85.315615,16.102912,70.58994,-43.607629,31.868242,27.777664,-9.253376,-30.8595,18.555,18.737841,-1.587,-10.634179,10.979954,6.423317,-2.434127,-97.192534,-56.865174,16.095681,-80.447097,-33.042393,43.468682,27.796328,8.527796,-20.996,29.248,18.405712,0.415063,-11.945862,8.770245,6.637536,2.261637,588.991664,644.442978,22.10269,619.194847,-65.46041,35.666466,43.481608,-16.304998,-42.04,33.25,30.36427,-3.631875,-13.668374,16.503872,11.198866,-3.250481,268.412784,322.306695,20.698176,299.950807,-65.944425,33.591815,44.344875,-19.748432,-43.8495,32.326,30.500935,-2.942125,-15.605847,17.331187,11.093232,-3.444582,-231.295335,-169.113072,24.142909,-195.370333,-79.274448,31.661413,51.315422,-21.666017,-48.7315,39.8925,38.572032,-6.299063,-24.445389,25.618479,16.637285,-3.357564,4
66,56.761936,72.540317,6.660737,65.324557,-43.710866,32.075071,31.745745,0.379628,-22.9985,23.6815,14.879398,2.856438,-13.741913,12.429523,7.146056,-2.123309,-86.731243,-67.534001,7.812688,-75.656448,-32.593026,42.812841,31.338552,-0.492058,-25.586,23.4865,14.882662,-2.435313,-12.084455,11.186429,6.970911,2.369382,606.393562,636.979466,13.170282,621.315283,-60.874823,67.217571,54.487886,-4.774739,-37.06,35.35,24.758926,1.155,-17.401898,17.189766,11.607181,-3.327821,272.072062,300.657914,10.66492,286.769718,-60.561574,66.946395,53.624066,-4.032365,-37.3515,40.0885,25.92904,0.714938,-19.130774,19.954553,11.969695,-3.128373,-210.264212,-176.983878,11.813666,-192.648237,-86.072219,95.497953,70.846632,-11.212415,-51.9485,30.2735,32.475101,-4.30275,-27.207348,31.143104,16.630719,-3.862659,4
67,51.51379,87.559972,13.951262,72.532097,-21.441245,35.907589,22.431667,10.72902,-26.6605,21.631,18.132984,0.531063,-11.462908,13.396138,8.261237,-0.660394,-97.157886,-62.872753,13.696383,-82.501507,-36.563431,19.54231,21.531144,-11.35914,-23.437,27.5395,18.463742,-0.17075,-13.879092,10.496293,8.026101,0.638871,593.722209,644.679859,19.427729,621.90395,-59.69749,70.576328,46.908818,14.251737,-38.04,37.01,28.538896,0.73875,-16.362451,18.024152,12.625586,-0.686777,267.236866,327.695203,21.419488,297.724747,-51.028361,66.814873,42.770294,17.352135,-39.1135,41.7955,29.008209,0.683563,-17.611909,22.160727,13.546375,-0.605239,-209.405077,-157.131148,19.421576,-183.795526,-97.884085,91.981864,71.064752,12.870492,-52.491,39.258,36.739511,-2.740188,-24.376092,19.335128,15.867909,-0.712277,4
68,47.992044,74.025241,11.383901,60.3353,-39.740108,43.055378,30.03967,6.974548,-26.5625,26.2695,17.201209,2.221625,-12.706002,12.498819,7.319777,-0.414365,-83.865339,-58.453689,11.062422,-69.864802,-41.742988,40.292359,29.852929,-5.973108,-28.028,26.904,17.307172,-2.344,-12.222341,11.876565,6.752981,0.560912,604.042432,623.487869,7.358718,612.660296,-57.728198,74.472486,47.682205,15.105569,-34.375,38.965,28.728684,4.24875,-16.708933,17.889802,11.708838,-0.016794,272.448596,307.392046,13.567214,286.786866,-60.940584,79.340209,50.263886,14.30203,-35.8395,40.771,30.324479,4.680938,-21.89344,17.67767,12.393821,-0.461608,-220.899805,-160.064227,25.442311,-185.416833,-53.377723,87.627501,54.686511,23.280077,-55.371,40.283,37.396001,1.714125,-21.406244,22.442862,15.93124,0.548185,4
69,61.595011,74.681436,5.336246,65.600771,-39.912996,37.461457,29.903084,-6.266557,-23.584,19.971,13.730803,-2.258375,-12.153751,11.255726,7.118276,0.50072,-86.59265,-70.883212,5.922112,-76.787377,-37.910116,40.77602,30.022771,6.3355,-21.6795,25.7325,13.96576,3.540125,-11.462908,11.117133,6.493832,-0.466249,599.552304,631.944866,11.745846,613.469933,-63.042105,70.261665,56.827383,-4.299209,-33.4,36.525,24.104818,-2.38125,-17.260477,16.921065,11.494184,0.725668,277.144492,302.037833,10.254524,289.575606,-61.733958,67.878008,55.489497,-4.367799,-30.567,32.9575,22.718763,-2.758875,-19.890914,18.370634,11.938798,0.725226,-215.413363,-152.920327,23.801573,-193.014253,-84.385063,89.114546,68.989067,-1.1654,-47.705,40.1365,33.078769,-3.802563,-21.061175,28.864806,16.52293,-0.193615,4
70,55.104478,78.547896,10.066681,66.869586,-34.59626,18.575695,22.801409,-10.107826,-19.8245,29.1505,18.307458,0.225812,-13.879092,11.946569,7.553811,-0.073318,-90.183692,-68.156255,9.966055,-78.703813,-18.851467,34.043302,22.051763,9.218905,-29.1505,20.898,18.502193,-0.622625,-10.3577,13.05107,6.743076,0.025986,587.605735,642.063564,21.388586,609.800933,-61.147059,35.804352,40.084678,-15.944374,-29.49,42.875,29.365188,-1.323125,-18.370634,17.331187,12.477426,0.237323,264.19666,321.407609,22.242544,290.912834,-57.590665,34.942035,37.355529,-13.627804,-31.6855,48.1895,31.112353,-0.946187,-21.061883,15.952329,12.425562,-0.142438,-207.714738,-118.875964,33.758515,-170.165159,-74.921145,61.077762,51.767834,-18.592754,-48.535,44.922,36.412457,-4.503688,-25.964254,23.132998,17.749981,0.448615,4
71,51.237311,79.238739,10.527628,68.526779,-35.977239,43.365798,33.533476,-4.203573,-15.576,24.17,12.589777,0.872875,-12.153751,13.810503,7.812586,1.575169,-89.078837,-60.352624,10.599099,-77.641827,-44.677835,37.910469,34.462731,3.63391,-26.2695,13.6235,12.291499,-0.726187,-12.429523,11.048543,6.765769,-1.532079,584.536892,644.75057,21.861231,618.319802,-64.286613,65.665471,49.043053,-9.893308,-31.5,40.965,25.055474,-0.989375,-17.67767,16.15739,12.08928,1.813287,264.749264,323.964154,21.395069,296.721362,-65.254289,67.842299,50.630536,-11.635177,-33.1055,39.402,24.21542,0.915313,-18.714995,17.819091,11.949305,1.614281,-192.316074,-118.012233,26.58557,-158.728325,-77.582342,65.254289,51.480752,-15.822398,-48.097,61.377,39.694432,-2.703875,-24.653278,26.381447,16.866012,1.385399,4
72,57.175947,89.941861,12.134088,77.115298,-31.418876,40.430952,25.798182,6.802014,-17.627,26.074,14.655919,2.172625,-12.706002,11.11784,7.362664,2.175237,-101.439418,-68.155548,12.217178,-87.83592,-41.95017,30.901981,25.968296,-6.73254,-27.2945,14.063,15.672348,-2.246,-10.012632,11.807976,6.650147,-2.097544,591.130662,641.299889,18.612032,621.834123,-66.291261,65.113928,50.816984,8.104328,-32.81,40.045,26.467322,1.094375,-17.536248,13.746156,11.570377,3.07724,265.269695,309.463161,16.606035,291.966069,-63.699361,64.149434,50.767407,8.625023,-30.9095,41.1135,25.935295,3.070313,-18.437102,12.148095,11.370863,2.869837,-185.718061,-141.835721,17.146138,-160.151643,-73.265101,73.990239,60.836058,9.667122,-46.5335,49.6585,37.237712,-3.039188,-20.371039,18.437102,14.446536,3.564481,4
73,42.467773,75.440869,11.745029,59.006116,-26.999458,44.57389,26.539823,11.27305,-24.2675,29.1995,18.387525,0.647,-15.260779,11.946569,8.451567,2.425553,-86.316525,-54.172511,11.508561,-69.157076,-44.504594,27.000165,26.33732,-10.893068,-29.785,21.924,17.878983,-0.842188,-10.3577,13.05107,7.596273,-2.425509,585.505628,633.702026,18.726265,607.436545,-28.966629,60.977353,40.294585,17.790807,-35.595,40.62,29.414781,3.5075,-19.127238,14.36841,12.269871,3.483385,252.357218,288.918174,15.82223,270.309068,-28.725506,69.086454,41.758365,19.629461,-38.2335,41.506,30.30295,2.36775,-19.956675,14.9843,12.712263,3.590865,-179.74619,-135.448425,18.059603,-156.224725,-29.003045,68.880686,44.919437,16.028785,-39.4045,44.6285,35.76882,4.876563,-18.713581,19.473014,12.533884,4.725816,4
74,55.4499,76.442132,8.450521,64.823926,-40.9482,38.877791,32.803531,-1.864199,-21.1915,25.196,13.238674,-0.085313,-15.398664,10.081928,7.714887,2.10625,-87.318142,-67.050693,8.253112,-75.147243,-39.878348,40.08553,33.19946,1.674429,-25.9765,16.8455,13.961521,0.463875,-11.807976,14.639232,7.757433,-1.838566,593.923734,620.168002,10.570593,606.555313,-71.537993,60.48945,56.286315,5.309488,-37.4,39.935,24.471781,-0.005625,-20.506097,14.63711,11.923718,3.317657,246.174983,282.497644,12.905871,263.817474,-70.847857,54.962703,54.339503,2.692309,-41.3565,39.598,24.72264,-0.072875,-22.028498,17.194008,12.138882,2.848315,-189.241574,-121.706512,25.885626,-156.864215,-80.828315,85.766042,69.299321,14.147439,-52.246,48.193,33.974938,-3.5465,-27.897484,22.85652,16.197728,4.225582,4
75,53.274839,78.306419,10.208899,64.582449,-38.600959,25.860663,24.329917,-9.235787,-25.049,23.486,16.564613,-0.695937,-13.327549,10.289111,7.4692,0.509249,-90.908476,-63.943666,10.571491,-76.364262,-23.858136,37.46181,23.47015,9.054767,-24.316,21.9725,16.569247,0.848438,-11.325022,13.189663,7.614375,-0.479021,598.307796,628.076992,11.518213,613.814648,-72.160247,59.453538,47.311267,-14.347197,-38.965,36.185,28.162594,-0.95125,-18.363563,14.778532,11.935247,0.293449,247.556316,298.063186,18.598778,270.662445,-65.222822,57.971089,44.512552,-12.576778,-38.6185,35.5465,26.834457,-0.006,-21.406244,14.568521,11.929062,0.357708,-156.993262,-112.799088,15.855875,-132.617258,-80.240003,80.378242,59.850601,-16.331073,-45.898,61.084,37.263974,1.245188,-22.373566,17.194008,14.363604,-0.690622,4
76,49.407672,61.768606,4.781107,57.521634,-41.742635,37.841173,29.238009,-7.026255,-26.8555,23.34,15.875729,-3.784188,-12.084455,10.012632,6.332918,0.086311,-70.054837,-61.491773,3.414433,-67.068194,-36.356956,39.740462,28.198418,7.147082,-23.1935,23.2905,15.372618,3.44225,-11.393612,11.324315,6.524233,-0.207094,591.957977,621.550396,10.73386,608.375229,-74.889679,59.598495,48.3476,-14.310073,-41.605,32.715,27.656704,-5.06625,-16.716004,15.605847,10.712431,-0.016794,238.579596,275.038375,13.498995,258.164597,-74.647495,53.653141,45.913323,-15.235234,-43.1625,30.519,27.994176,-5.840188,-17.884852,16.295983,10.892,-0.245499,-148.706324,-91.806502,23.159544,-112.85053,-86.627298,55.761027,53.784523,-21.544483,-44.0425,43.115,34.865872,-2.978625,-23.823135,24.306796,15.484119,0.457498,4
77,44.919312,69.847654,8.91466,56.287114,-44.711422,40.223416,31.930234,4.27287,-23.242,24.3655,15.042135,1.7395,-9.73686,12.360227,5.920641,-0.151144,-78.064942,-55.06983,8.162996,-65.980399,-40.016233,44.711422,31.975053,-4.108732,-22.949,21.5815,15.509258,-1.061938,-13.672617,10.496293,6.71238,0.293582,590.989241,634.147504,16.143024,613.261337,-67.567588,61.253125,53.962151,3.818377,-37.75,34.42,25.511437,2.37875,-14.842171,16.433162,10.320872,-0.510885,231.533277,293.098236,21.911517,260.823496,-66.426672,56.728702,52.957497,4.705884,-40.628,30.664,24.637634,1.885937,-14.294164,18.99006,10.545426,-0.695837,-138.451508,-65.635419,28.446515,-99.549056,-77.684872,91.771854,71.413818,0.543854,-41.2105,35.8885,30.925873,-2.166813,-18.437102,29.071281,14.84119,-1.074581,4
78,50.477878,77.581635,11.13689,64.6597,-20.508572,32.489435,24.189695,8.208891,-26.953,19.678,17.41469,-0.164688,-12.015866,11.807976,7.393283,-0.487683,-87.73286,-61.250296,11.075534,-75.216628,-32.696618,22.372859,24.238594,-7.785688,-18.5065,23.6325,16.671086,-0.854438,-13.05107,13.258252,8.016095,0.396996,577.525928,641.268069,25.19887,614.43867,-39.396454,61.355655,39.903982,14.674233,-43.265,28.66,29.45727,0.695,-16.02304,16.574583,11.793119,-0.794611,217.96814,296.75822,32.078907,262.222948,-36.323722,61.771788,38.033191,14.320327,-45.2175,30.907,29.467651,-0.26275,-16.503872,21.752726,13.063612,-0.842164,-145.806125,-55.932853,37.851885,-95.000238,-60.422274,74.750733,48.932868,16.728114,-56.494,34.277,38.189183,-1.745687,-17.401191,20.853993,13.819839,-1.242873,4
79,40.154473,78.064589,13.881278,56.459648,-38.600959,34.146894,30.800715,2.787945,-27.8315,21.094,14.884579,0.457875,-10.564882,13.60332,6.422406,-1.937915,-85.937162,-50.788652,12.624153,-66.956029,-33.524993,37.082094,30.218855,-2.874124,-19.971,25.2925,14.504378,-0.164813,-14.086981,11.600794,6.886031,1.972253,583.119143,631.421607,17.400927,604.916593,-64.594204,66.874624,48.777553,10.747139,-40.92,31.395,25.80125,2.226875,-14.297699,16.645294,10.798788,-2.101433,214.307802,272.243535,20.696958,240.417808,-56.656577,66.430207,46.254223,12.594014,-44.093,32.3735,25.855871,1.824688,-15.53655,16.987533,10.142109,-2.334469,-129.578378,-68.259139,22.56373,-100.705441,-62.527685,84.796952,52.653641,18.480236,-52.002,64.0625,38.459249,6.012,-20.853993,22.028498,15.384801,-1.497564,4
80,32.144014,68.258785,13.40728,46.602226,-36.978149,29.416349,23.697489,-6.983033,-28.5155,21.924,17.88436,-1.324375,-10.772772,11.255726,6.311626,-2.326381,-82.311826,-40.189475,15.521416,-57.400896,-29.90001,35.700761,23.584842,6.629214,-18.7015,25.049,16.433939,1.672312,-12.636705,11.532204,6.882222,2.339153,589.412393,625.761217,13.91269,603.623472,-65.601832,68.914627,52.383669,-7.863027,-42.14,32.665,28.72643,-0.43375,-12.565288,16.786715,10.843513,-3.051166,215.999555,267.166155,19.824408,239.278571,-63.59683,68.26126,52.792386,-6.688346,-43.9915,32.5705,29.261381,-1.676125,-14.222039,19.057235,10.947374,-3.025003,-93.601846,-60.076499,13.740885,-70.028762,-87.28314,87.007015,75.312701,-14.337032,-47.266,47.9,34.446059,1.995563,-22.718634,23.961727,16.498263,-2.965031,4
81,40.430598,78.341421,15.566262,64.556374,-39.291449,30.072898,25.134113,-6.413282,-29.199,18.408,18.601575,-2.16675,-12.567409,12.015866,6.855574,-2.481414,-90.459463,-50.547528,15.827171,-74.767615,-29.727476,38.220889,24.470406,6.663686,-21.387,27.93,18.491756,1.635938,-12.498819,10.910658,6.585754,2.33058,592.757008,621.999409,11.154571,607.055591,-66.708454,31.869303,42.62305,-17.427531,-41.065,31.35,29.500534,-4.460625,-16.574583,16.440233,11.162117,-3.448471,230.984208,263.337172,13.353489,244.422507,-66.047662,35.802231,42.816753,-16.356175,-42.7735,33.2045,30.634822,-4.559563,-20.574686,16.851062,11.279854,-3.983442,-78.893318,-50.754711,10.787043,-67.08543,-89.803975,25.998549,54.429193,-32.023364,-43.8475,34.8635,31.535817,-5.041313,-21.406951,18.78217,14.257752,-3.470082,4
82,42.916432,68.017662,10.235153,57.73739,-43.123261,40.361655,35.186598,2.097632,-29.785,18.262,14.801955,0.7875,-13.396845,11.325022,7.112568,-2.024182,-80.205354,-53.551671,9.922135,-67.715816,-40.361302,43.123614,34.671564,-2.200958,-20.3615,27.9295,13.798576,-0.311437,-11.807976,11.255726,6.671336,2.049947,587.432494,627.557268,14.256084,607.384396,-61.868308,72.60926,57.581734,-3.409139,-41.6,36.325,25.814358,0.799375,-17.536248,18.229213,11.864487,-2.852734,210.578167,263.886947,19.342683,241.437103,-60.870227,75.959178,57.005533,-1.043424,-41.5555,39.597,25.965709,1.738312,-21.682722,19.192999,12.434562,-2.594419,-96.053032,-42.502067,21.381634,-62.812472,-82.346474,84.970193,68.623134,-13.733074,-50.683,55.42,35.880025,0.702,-27.345233,26.378618,16.501248,-2.887294,4
83,41.051791,69.950892,10.315122,56.666742,-22.372859,40.879964,23.870219,12.093205,-28.028,22.5585,17.993329,1.385437,-10.979247,12.223048,7.348881,-0.064656,-79.134795,-51.271606,10.177812,-67.12821,-39.602222,19.714844,22.536717,-12.334682,-26.3185,28.857,18.893603,-1.556562,-11.945862,9.391085,7.148386,0.030185,586.499113,635.427367,17.494068,612.544507,-57.657487,71.545064,46.325593,14.599103,-35.305,36.62,27.917596,1.618125,-16.433162,16.645294,12.124269,-0.408796,204.154809,269.7227,23.328833,239.543913,-55.583189,66.737092,44.330543,15.036449,-34.5215,39.5025,27.664227,2.489375,-17.401898,16.915408,11.530082,-0.414453,-79.445568,-4.972021,27.541854,-42.951168,-82.587244,81.517391,59.68917,10.945041,-48.633,40.625,30.60816,-0.573562,-25.066228,20.508925,15.337,-1.242961,4
84,42.053408,60.249387,7.973692,50.089677,-40.465246,43.918756,30.994261,7.242188,-17.285,20.0195,14.195237,2.471875,-14.36346,12.843888,7.861852,-0.20294,-70.952155,-53.274486,7.656036,-61.120896,-46.680008,40.499187,31.87129,-7.6737,-23.4375,18.213,14.311308,-2.825875,-12.636705,12.015158,7.172281,0.125158,575.32329,628.112347,20.81659,597.349667,-51.374843,69.360104,43.417412,15.277042,-33.395,35.6,27.384478,3.07875,-18.229213,17.819091,11.980733,0.04331,197.73534,259.330351,24.313361,222.119564,-51.478788,72.50779,44.357584,15.321943,-33.594,36.281,27.616293,3.863875,-20.371039,19.818082,12.819636,0.168115,-90.011158,-0.517602,34.375682,-56.744435,-47.509444,64.979224,43.796301,11.756181,-50.2935,46.5335,36.882534,-2.185125,-20.992586,28.381145,14.962099,-0.49197,4
85,40.811021,66.291614,9.334097,51.108441,-32.627675,40.811021,29.772762,-3.184809,-24.121,19.4335,15.543275,-1.70275,-12.153044,13.672617,7.149468,0.867532,-78.202474,-52.342519,9.857908,-61.595453,-42.916432,33.905063,30.462723,3.021202,-20.508,26.123,15.622745,2.612188,-12.498112,11.117133,6.604768,-0.595605,581.393802,615.197042,12.474534,596.438383,-61.659711,69.816188,55.401503,-0.47111,-31.595,38.235,25.421414,-1.068125,-16.228101,16.991776,11.557555,1.308589,181.091461,241.378678,22.849904,204.233386,-57.144835,68.843916,52.008737,3.373695,-31.2485,36.8645,25.370121,-0.640938,-18.22992,16.506701,12.146305,1.687908,-91.495728,-29.209874,24.936771,-64.444121,-78.927966,68.362376,62.838603,2.693193,-45.703,45.947,34.378764,-1.757875,-22.23568,21.959201,15.889454,1.113516,4
86,41.639397,65.842248,10.296688,54.405591,-34.181188,19.093297,24.79285,-7.017416,-20.215,26.3185,16.837241,-0.628687,-12.498819,13.188956,7.899368,0.366856,-75.613403,-52.929417,10.60944,-64.677201,-18.229566,36.080124,24.717024,7.863469,-28.0765,21.094,17.785024,0.494438,-12.498819,10.772772,7.189237,-0.306398,593.131775,626.592068,14.841313,610.432026,-65.842248,44.848248,42.459456,-14.448843,-30.325,40.48,28.658328,-1.465625,-17.61403,16.645294,12.497111,0.560824,213.754137,240.549242,10.836813,224.372671,-66.534859,46.645713,44.021265,-16.86653,-32.179,41.017,29.441845,-1.965062,-20.025971,14.987128,12.574158,-0.086046,-35.044566,-12.844241,9.096675,-23.150146,-94.741349,65.980841,57.77126,-21.630927,-34.4725,42.4805,31.388126,0.464,-25.273411,24.306796,16.539265,0.293449,4
87,28.829804,57.970382,10.702784,45.186863,-33.939358,42.848196,31.611933,-2.373492,-19.7755,22.0705,13.367364,-2.935562,-14.91571,12.636705,8.074223,1.350795,-68.604914,-38.877084,11.116163,-55.743526,-45.748395,35.2171,32.953567,1.916083,-23.3885,21.094,13.153483,2.57575,-11.877273,14.156278,7.555767,-1.130752,575.415214,615.05562,14.600356,598.47485,-66.460966,70.572792,51.754605,-10.416567,-32.91,38.04,25.410521,-2.643125,-18.434274,16.15739,12.254845,1.868088,179.538654,224.697675,16.675271,205.796446,-68.639916,75.409049,54.729738,-10.184724,-35.643,38.0835,25.638618,-3.576938,-22.442155,19.26866,13.756486,1.760828,-54.690113,-18.368159,14.337859,-31.048175,-88.388348,78.721844,60.100448,-15.735424,-47.7535,50.2935,37.475583,1.41,-22.649337,23.823135,14.617045,2.71476,4
88,33.317811,60.594101,10.356102,50.702208,-35.769704,43.572981,28.309223,7.095109,-20.2145,25.9765,15.751611,1.59925,-10.841361,10.841361,6.724704,2.451362,-73.266162,-45.471562,10.027699,-61.311019,-45.748041,35.596816,28.981661,-7.311219,-27.2465,17.578,16.446095,-1.251313,-10.081928,10.151225,6.176395,-2.395368,588.641647,624.347004,14.186166,606.702922,-65.842248,63.222417,49.977445,8.131728,-33.4,41.655,26.638225,2.295,-17.055416,13.873435,11.384937,3.469243,201.428205,231.605402,13.511418,214.954274,-67.119636,62.148676,49.57527,6.983563,-34.522,39.6955,25.628024,2.91125,-16.227394,14.501346,10.870402,3.050901,-36.633081,-4.039347,15.191591,-21.01813,-88.422642,63.080289,63.80695,3.064336,-32.178,59.2775,37.407241,5.596938,-23.270884,26.10214,16.491308,3.793584,4
89,37.427162,57.452426,7.941393,44.211675,-31.626411,42.053408,27.482689,8.079225,-28.271,29.248,19.652167,0.561625,-12.636705,10.288404,7.270569,1.967878,-68.190196,-48.544295,8.000049,-54.750571,-41.431861,33.352813,28.199869,-8.157007,-28.564,24.8535,18.452864,-0.909375,-10.634179,12.360934,6.864955,-1.963547,568.344146,622.14083,21.175341,596.146701,-32.420846,64.428034,41.843303,14.85543,-40.04,42.24,31.099193,2.876875,-17.260477,13.880506,11.729301,3.070169,167.00554,229.536407,24.159667,195.534736,-32.834857,59.077357,39.853921,14.423476,-45.8005,46.587,33.710897,2.362437,-19.541603,18.024152,12.421786,3.120595,-62.735221,17.608727,32.873963,-20.319067,-40.810314,62.493744,47.778215,13.759061,-55.274,47.3145,39.89617,4.431125,-27.206641,21.890612,15.003474,3.841092,4
90,29.485646,54.413635,10.758618,42.769972,-36.494488,41.915522,30.932141,-1.855713,-18.75,25.049,13.91168,-1.031438,-11.600794,10.634179,6.834156,1.842853,-63.943666,-40.741371,10.601345,-52.48067,-43.158262,35.805059,31.616878,1.640223,-26.611,20.361,14.831514,1.232938,-12.360934,11.531497,6.803695,-1.691797,564.957105,609.674538,17.722664,587.186774,-67.288281,56.561471,51.423695,4.430024,-36.23,38.085,24.536577,-0.775,-17.189766,15.400786,11.189204,2.810749,156.233122,207.849089,19.798706,181.291042,-64.70416,60.48945,50.165911,4.323781,-34.961,37.061,23.993293,0.238125,-17.264012,19.196535,11.300815,3.016871,-61.181,3.072733,23.263111,-25.886384,-85.868219,77.16727,63.485828,4.376195,-47.9975,45.215,33.056798,-0.933813,-20.853993,29.27917,15.096694,3.577916,4
91,24.54898,61.836842,16.352436,44.435828,-37.565048,24.894048,22.751394,-7.33694,-24.6585,25.781,18.322943,-1.233,-11.946569,10.634179,7.029796,0.293449,-71.539761,-36.77026,16.265696,-54.793793,-23.651308,37.945118,22.723557,8.079137,-25.3415,19.58,17.545817,1.196438,-12.567409,12.636705,7.480814,-0.164005,571.621586,626.761773,22.847712,595.008259,-67.701939,59.899015,45.905035,-10.867347,-39.21,37.695,29.397793,-0.799375,-16.433162,14.5664,11.516923,0.400841,151.745115,217.137997,28.575415,180.437299,-62.495158,66.360204,47.131964,-8.062343,-39.1605,35.205,28.616171,-1.562813,-17.678377,20.439629,11.928432,0.353951,-49.959923,21.30336,26.583387,-20.336126,-92.876708,78.306773,63.624139,-17.746524,-48.3885,44.2865,36.126774,-1.062062,-23.270884,32.386198,16.326723,1.277521,4
92,40.258064,62.562687,9.788267,52.472185,-44.815721,38.600606,30.165338,-7.276571,-25.781,23.145,15.454793,-2.996688,-13.465434,14.570642,7.126963,-0.08198,-72.437079,-48.061341,10.623788,-61.837372,-37.77223,44.884664,30.119166,7.388559,-24.4625,22.3145,15.062141,2.307125,-15.260779,13.534024,7.326576,0.095017,589.511388,618.407307,11.061662,604.441948,-72.810785,55.928611,46.983998,-15.726055,-42.385,32.665,27.893793,-4.9325,-17.88273,16.913994,11.109804,-0.362392,172.667698,191.312336,7.11602,179.339957,-74.646081,56.106095,47.310907,-15.49377,-42.4805,31.787,27.81921,-5.74325,-20.991879,20.025264,11.271217,-0.461741,-16.365633,3.245974,8.092657,-2.390816,-80.585071,49.787742,53.049859,-24.332693,-46.533,37.012,34.968556,-10.943438,-26.03355,19.749492,14.282446,-1.031448,4
93,52.44611,60.87058,3.485059,56.554754,-43.054318,34.630555,31.634086,3.625336,-26.0255,29.297,15.745046,3.13725,-13.120366,10.496293,6.480857,-0.353907,-70.848917,-63.218882,2.716836,-66.740539,-32.317255,42.018406,30.644089,-3.573629,-27.246,22.7055,15.347894,-2.258313,-12.706002,13.188956,6.940515,0.362525,591.233193,620.758437,10.888865,605.751863,-70.364196,62.593092,56.532918,2.260974,-40.085,35.06,25.228596,2.5875,-16.369522,15.464425,10.542302,-0.871509,169.733558,199.391738,10.520199,185.356994,-69.605824,67.225349,55.800993,4.074614,-36.23,35.5,23.120581,4.919813,-18.644992,16.434576,10.740036,-1.070162,3.417801,37.358219,12.219574,19.050075,-85.004488,89.182782,72.695196,-2.270078,-55.176,37.646,32.948631,-1.055938,-21.544129,19.127946,13.386855,-1.90331,4
0,88.492292,103.821307,6.460095,96.156711,-41.052145,29.796419,26.179732,-11.877184,-26.953,18.8965,15.680551,-2.893063,-15.330075,12.29093,7.046315,-2.36514,-115.24992,-99.71337,6.372253,-107.127738,-30.003248,38.876731,25.55165,10.435835,-16.7485,23.2905,15.258912,2.288625,-13.879092,16.503872,7.81888,2.283159,260.53915,294.513863,13.226331,280.245509,-73.541227,40.914966,43.535375,-18.412353,-41.2095,27.4425,27.548645,-4.315625,-13.399674,16.502458,10.575802,-2.7312,239.476561,265.612642,10.678377,252.311167,-73.989532,29.138103,37.391246,-24.039067,-41.455,29.3465,25.589641,-5.156813,-21.544837,20.716814,10.453312,-2.965031,16.020565,70.399905,20.455683,37.582372,-97.019647,33.732883,56.366543,-28.207904,-54.101,36.67,36.083217,-4.08925,-20.508925,24.16891,14.804301,-2.606749,4
