@relation dwt

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
37,181.921604,209.71479,11.130532,194.307463,-39.532926,37.046738,31.343257,-1.717739,-23.926,28.1735,15.181803,1.190125,-12.222341,12.774591,7.389987,-1.135083,-223.353465,-195.66281,10.944243,-207.954359,-37.185331,40.465246,31.582601,1.674517,-31.4945,24.2195,15.064152,-0.976437,-12.498819,9.115314,6.676024,1.044618,-672.168635,-634.32428,15.694796,-653.721987,-60.56016,70.466726,53.641402,-6.155365,-34.13,42.235,26.851357,-0.8375,-20.711158,17.953441,12.244128,-1.29047,-209.955913,-179.469711,12.827673,-192.288143,-57.591726,67.190701,51.320322,-5.843177,-35.596,50.342,25.33633,2.410625,-19.196535,21.337654,12.019712,-0.245631,297.275115,345.81835,19.365945,314.590304,-95.643263,92.878476,72.137187,-15.899915,-52.8345,40.916,36.905089,-2.026063,-24.446096,24.444681,17.814786,-2.002129,0
38,188.654321,215.964553,10.035802,204.976556,-35.321044,42.502421,28.547776,7.414633,-28.1245,26.9525,18.685116,0.299063,-13.396845,12.913184,7.870047,1.186835,-228.531962,-202.637004,9.412122,-217.759632,-40.741371,34.457667,27.710454,-6.784601,-27.783,28.955,19.080063,0.170812,-11.669383,10.289111,6.996094,-1.052926,-669.608909,-620.822076,17.348569,-643.361105,-61.974374,70.675323,48.362824,12.591804,-31.835,40.87,28.372846,0.51875,-17.394827,18.646406,12.209519,1.861459,-214.203857,-176.742047,13.515717,-197.328312,-70.120598,67.086049,50.520495,8.537696,-34.2285,42.188,28.26354,1.727938,-17.60908,22.166383,11.335524,1.299441,317.955867,364.951952,17.888233,334.832827,-77.58517,79.927815,62.601002,11.659395,-50.73,43.84,32.48575,-3.107062,-32.662676,27.000165,17.207845,2.118978,0
39,168.179691,200.980253,11.632175,184.044869,-37.116035,43.469389,28.699874,6.042227,-20.6545,28.4185,17.173961,0.695875,-12.567409,13.810503,7.350584,1.735063,-214.790049,-180.885693,12.003321,-197.216412,-44.988608,38.08265,29.487767,-5.973196,-30.175,21.924,17.271828,-1.122813,-12.706002,10.081928,6.537713,-1.829948,-689.05081,-651.453942,14.459137,-673.711896,-43.366859,71.537993,43.758833,17.09961,-33.885,41.99,29.273682,3.545,-18.024152,17.267548,12.186832,2.197334,-247.560559,-201.188143,17.804285,-228.887018,-37.497519,84.310816,49.20343,19.082956,-34.5235,50.1,32.917666,3.411062,-20.231032,20.992586,13.931606,2.610948,285.53184,336.530855,19.385139,309.270917,-45.364436,85.871048,54.49126,27.915603,-62.0565,55.567,43.811483,4.493062,-22.790052,27.619591,17.034965,2.71065,0
40,171.839322,204.812419,12.611077,188.38624,-37.220333,41.259681,32.862446,-5.135982,-16.0645,22.754,11.939772,-1.251188,-15.191482,13.741913,8.572537,1.756497,-218.795809,-187.341578,12.697485,-201.791393,-40.983202,36.390897,32.560093,4.954609,-24.707,19.9225,13.733149,2.429313,-15.813029,13.879799,7.811278,-1.596868,-686.498154,-660.395307,11.944849,-674.601966,-68.674211,70.190955,56.931105,1.673191,-32.37,38.67,23.96081,-0.291875,-19.473721,17.953441,12.492593,2.754623,-254.427273,-221.387709,15.7811,-237.73425,-72.302022,81.550625,62.385363,4.107407,-28.8085,35.498,24.037039,-0.098,-26.311443,24.720453,15.408302,2.658191,277.732098,325.69303,17.564805,301.884303,-101.096117,80.207476,77.040487,2.933521,-42.3295,47.5605,32.707951,1.172187,-23.891017,28.588327,17.408695,4.254971,0
41,187.963478,214.548925,10.687843,201.938118,-38.980676,20.78505,24.279579,-14.147527,-25.049,31.6895,21.633356,-0.787438,-15.605847,12.429523,8.762205,1.014212,-225.355285,-201.395325,9.927772,-213.746359,-24.065672,38.083357,25.350922,12.886844,-33.691,22.266,21.546651,0.25025,-10.703475,13.879799,8.036677,-1.100523,-678.963931,-644.71875,13.312038,-661.169589,-71.368287,50.098515,44.148262,-16.417252,-36.965,41.12,30.317909,-1.96625,-19.063599,15.259364,13.056931,1.467247,-247.803097,-195.66175,21.200995,-220.522475,-70.777853,38.223011,40.682001,-24.840219,-52.7355,43.2155,31.788414,-2.038438,-23.684542,15.675143,13.885096,1.009262,299.450176,352.929722,19.163556,324.558831,-84.521888,68.158376,54.944901,-15.077638,-45.2175,50.05,33.923675,0.617375,-26.377911,18.575695,15.924253,1.031492,0
42,177.570776,210.854646,12.836125,199.339942,-36.633081,47.819864,32.963865,-2.227033,-28.0275,32.129,16.433884,-1.293875,-17.539784,9.667564,7.974513,1.363744,-223.801771,-189.724528,13.138335,-212.002722,-49.338376,35.527873,33.380494,1.700327,-33.4965,25.1465,16.262696,0.921813,-12.084455,16.365986,7.828821,-1.376604,-701.753983,-650.241254,20.644653,-670.363745,-74.744722,65.42859,50.304933,-12.34962,-38.185,43.65,28.187921,-3.2775,-16.779644,15.464425,11.36313,2.437751,-269.89983,-206.01945,26.228803,-224.968586,-73.887709,69.43435,51.195186,-9.521104,-46.827,38.184,27.943709,-5.291437,-14.774996,22.375687,11.575184,2.239893,274.9065,348.237362,29.253952,321.659074,-100.469974,74.609665,63.258643,-21.431965,-57.473,50.149,39.053431,-1.665938,-30.656614,37.425041,17.368383,3.370999,0
43,182.438853,205.916919,8.518001,195.62825,-44.19382,46.576417,33.519176,5.800485,-21.7775,30.615,17.050197,1.684562,-11.601501,10.081928,6.793254,2.011056,-216.793636,-194.696195,8.211469,-207.134557,-45.126141,42.157353,32.02772,-6.188775,-29.8835,16.699,16.833262,-1.422125,-11.117133,11.324315,6.612327,-1.834235,-690.496843,-651.757998,15.02898,-668.842582,-70.332376,58.622688,53.965511,4.807442,-42.965,40.38,28.304142,1.215625,-18.575695,15.266435,11.387066,2.621156,-275.49057,-223.977487,19.689309,-242.335747,-75.578755,49.615915,53.116372,-2.702032,-45.658,40.918,27.88528,1.763875,-16.850355,13.465434,9.132006,1.954532,275.286216,337.217103,23.92185,313.277295,-87.107777,74.824272,69.678246,4.870375,-52.439,47.8545,36.353001,0.588,-28.726213,20.371039,16.685208,2.235695,0
44,186.789327,208.748882,9.050326,195.576543,-17.435839,42.708896,23.181031,12.498643,-27.1975,31.006,19.66409,3.198375,-13.948388,15.675143,7.721148,1.959305,-220.453267,-199.288147,8.154937,-207.825135,-42.364535,17.60908,22.683716,-12.179119,-31.934,23.584,19.246729,-4.083313,-17.470487,13.741206,8.101741,-1.937782,-702.026219,-650.930683,21.291291,-674.321775,-30.897031,59.145947,41.882881,16.866264,-39.065,39.16,30.09795,3.3325,-17.741309,16.15739,11.654623,1.812845,-257.157766,-203.187134,19.596954,-231.389557,-24.616508,50.511112,33.744289,17.306085,-39.5975,45.2135,32.029972,4.145875,-21.058347,24.719039,12.430535,2.110272,284.812005,353.519096,29.094772,322.3843,-53.753197,89.562498,59.538147,18.775276,-56.3485,41.21,39.828784,3.752625,-23.40877,31.900415,17.739851,2.03249,0
45,170.872707,206.40058,13.407106,186.064454,-44.090583,42.951434,35.371347,-1.381068,-20.264,29.394,15.235675,2.441312,-12.153044,11.946569,6.747233,0.189991,-216.620748,-184.06237,12.340902,-198.002273,-42.606012,44.263824,35.48307,1.907951,-29.297,17.4805,15.38809,-2.65525,-13.672617,11.945862,7.148714,-0.108011,-707.82803,-651.683752,20.901943,-680.233188,-68.985338,54.242161,51.210892,6.328606,-41.505,34.67,24.33845,0.40875,-16.15739,16.574583,10.87712,0.790192,-270.169238,-214.719692,21.673139,-247.055685,-76.753259,60.247266,54.633253,5.091876,-22.6075,45.8525,25.141514,6.566875,-18.644992,22.304269,11.511135,0.957599,283.118131,332.664749,18.046222,311.334873,-79.997465,81.585273,60.266624,15.597361,-61.913,45.5075,35.316818,-3.410625,-22.71722,22.373566,15.928612,1.393973,0
46,181.679774,212.718933,14.039421,197.907079,-44.57389,37.185331,29.330433,-8.562621,-30.5665,27.051,20.185122,-1.989812,-10.979247,13.396138,7.693227,-1.614104,-224.595145,-195.97323,14.0639,-210.431354,-36.494842,42.915371,28.573391,8.467339,-26.3185,28.515,19.457392,2.068812,-14.086981,12.153751,8.204375,1.549227,-699.310929,-644.648039,20.235194,-673.642953,-67.221106,66.121555,49.397298,-9.743931,-42.68,33.94,28.398048,-0.78875,-15.605847,17.606959,11.334703,-1.679379,-275.938522,-211.061475,24.727305,-246.451816,-57.970735,72.228129,50.109912,-1.864817,-46.2405,48.39,29.916952,-2.234875,-26.790155,19.476549,13.297308,-2.390374,274.587948,337.153463,22.354075,305.379355,-90.734174,79.032618,64.16193,-15.14773,-57.5635,27.15,31.20755,-2.567937,-21.889198,19.473721,15.46333,-2.420736,0
47,181.369,201.601447,8.133262,195.265681,-47.266906,34.768087,29.327037,-9.736595,-34.814,15.4295,17.357229,-4.260187,-11.186429,12.29093,7.493702,-1.890406,-213.374421,-193.349157,7.730145,-206.24484,-36.253011,45.091846,29.152259,8.821511,-18.359,31.25,16.336774,3.49125,-13.604027,12.913184,8.054358,1.700415,-695.167283,-648.720974,18.789322,-666.944884,-69.229289,47.333728,44.142345,-13.475687,-43.405,29.935,28.682356,-5.16875,-14.085567,17.196837,11.164909,-2.498739,-271.826696,-228.186187,17.196687,-244.275694,-71.369702,42.431357,43.885815,-17.212924,-43.552,28.857,25.437628,-6.005,-17.055416,23.201588,12.765322,-2.996188,308.322598,349.063263,16.966214,326.751038,-82.898017,46.888251,53.88004,-22.035745,-49.0755,39.35,37.222478,-5.390375,-23.895967,30.730861,16.87679,-1.869148,0
48,179.780838,195.628516,6.481074,190.949944,-48.613238,43.676218,37.028324,0.656018,-28.32,22.363,16.002747,1.696875,-9.115314,15.950915,6.428159,-1.899024,-208.299162,-192.451838,6.184961,-202.421337,-42.881784,48.854715,36.627167,-0.164049,-20.703,26.758,15.47961,-0.9705,-16.573169,8.770245,6.552777,2.136346,-684.139953,-652.348432,12.116562,-667.210049,-65.432126,60.662691,54.700523,-2.953939,-43.895,30.42,26.422446,1.82,-12.91177,19.615142,10.908854,-2.528791,-254.012201,-233.641516,8.380036,-243.852845,-66.393791,77.028324,58.887702,-1.148165,-40.5765,31.249,24.25789,0.75075,-23.616659,15.605847,10.266522,-4.252452,302.348253,348.548489,17.684589,325.629921,-73.711639,74.750733,65.614626,-6.136803,-49.2155,50.198,35.114277,1.959375,-20.785404,33.212806,18.05235,-3.258525,0
49,186.961861,219.313057,11.899643,202.170933,-23.339827,37.599342,25.408717,8.010017,-35.1565,19.9215,19.862262,-1.147687,-10.426997,13.534731,8.546226,-1.493277,-229.015269,-199.59892,10.83534,-214.298698,-37.910823,22.822225,25.899168,-7.880793,-22.3145,33.5935,19.912692,1.226562,-14.432757,12.153044,8.698491,1.445724,-691.020102,-646.613796,16.888477,-667.322302,-52.304689,70.572792,44.822232,16.720424,-39.945,35.64,28.841862,1.713125,-14.432049,17.74838,12.434969,-1.678937,-254.186857,-195.490276,20.988651,-227.834755,-59.974322,85.76781,52.616648,15.182997,-50.7315,32.5685,30.008348,-1.87375,-24.927635,31.2124,15.183041,-3.068225,297.690541,360.178981,23.427982,336.721598,-72.469253,77.998121,57.012303,23.203532,-49.662,42.235,35.280404,-0.391,-20.232446,20.237396,15.299808,-1.855625,0
50,183.129696,212.373865,10.443409,196.387948,-55.623141,29.96966,34.192344,-0.500632,-25.83,20.1655,15.612529,0.34175,-10.841361,17.194716,7.755668,-2.304726,-222.627974,-196.04288,9.605123,-207.644028,-32.351549,55.761734,34.680237,0.431865,-23.0465,23.633,15.33629,-0.842,-17.05683,8.907424,7.570368,2.218282,-681.078181,-651.033213,11.808258,-670.284196,-65.704362,69.642947,49.422192,13.518114,-38.475,35.89,26.620785,3.88,-14.432049,18.158502,11.04134,-2.071823,-251.077001,-217.966726,12.270277,-237.717544,-70.02337,58.110389,47.632316,8.717301,-33.983,45.8005,28.956354,6.652563,-21.47554,19.54231,12.7036,-1.466937,298.243145,374.233082,29.463762,326.803453,-66.360204,98.609223,58.688481,19.239403,-47.165,47.4095,37.071845,4.766313,-26.721565,28.446906,17.434978,-1.566109,0
51,172.253687,212.960764,14.678935,189.801779,-37.358219,37.702934,28.317822,-4.221074,-33.2025,21.7285,19.173975,-2.642875,-10.703475,13.879799,6.995764,-1.091861,-226.218662,-184.613913,15.439377,-200.729407,-40.879611,37.564694,29.365815,3.288577,-24.7075,32.7635,18.909304,3.253125,-14.155571,10.150518,7.195227,1.178305,-686.978987,-662.120648,12.022838,-674.479107,-63.565364,73.093628,55.615983,-6.369264,-41.31,35.64,27.738935,-0.69625,-16.984705,17.543319,11.356282,-1.931285,-267.618703,-205.329314,22.921585,-240.513444,-56.83194,68.777095,53.655017,0.016882,-49.315,46.7315,32.433811,3.760437,-18.920056,21.613426,11.203518,-2.33933,301.624529,341.673643,16.535966,320.657457,-83.622801,93.082122,73.773285,-4.446729,-45.9465,37.405,34.324222,1.325188,-23.685956,26.445794,16.277726,-2.72382,0
52,175.395362,221.005164,18.884008,201.644492,-44.642833,15.502609,24.514067,-11.695811,-24.658,25.0485,18.293636,-0.555312,-16.503872,16.918237,9.198037,-1.92912,-235.162502,-188.273898,19.41603,-214.324861,-15.018948,42.019113,22.988291,11.307963,-25.879,24.2675,17.960199,0.110188,-17.196837,15.537257,8.640978,1.933451,-692.985859,-650.308429,18.051955,-673.459989,-56.734713,28.001429,39.881734,-16.073421,-33.935,38.965,30.633742,-2.601875,-18.710045,17.119055,11.789734,-1.785887,-264.995691,-210.924296,19.819583,-234.298595,-59.626072,25.585598,37.217825,-18.091327,-38.1345,38.6245,28.722406,-3.308375,-27.00158,21.682722,14.067277,-3.840562,307.836109,331.874557,9.825365,315.350179,-89.048432,64.462683,60.661181,-18.211535,-43.895,60.646,40.967245,-0.573,-22.097087,24.310331,15.586093,-0.327037,0
53,189.171924,205.606499,6.757367,198.519787,-36.563785,42.916785,32.752907,-2.718737,-24.8045,23.047,14.832145,1.446687,-14.017685,11.600794,7.092806,0.254603,-218.001728,-200.185819,6.997335,-210.578344,-41.846226,36.909206,32.04964,2.416891,-26.27,25.488,14.488691,-1.12325,-11.600794,11.601501,6.154096,-0.241654,-700.686252,-640.953406,21.455852,-667.073047,-60.934927,70.120244,51.613803,-6.541622,-28.71,36.92,23.281997,-0.670625,-16.29174,16.913994,11.824818,0.000442,-236.264882,-205.053895,12.85179,-223.85392,-72.576379,67.397529,53.648223,-11.393435,-32.475,30.5175,21.496451,0.07325,-23.200173,16.986826,12.070352,0.76836,288.159448,358.871541,26.221268,327.011607,-93.674678,80.516128,65.008848,-15.200674,-50.7865,44.5325,33.253097,-3.730125,-23.617366,23.341595,17.554361,-1.359413,0
54,182.646389,202.533413,7.966505,192.313511,-36.253011,44.297411,28.785349,7.92375,-20.4595,27.5875,16.509297,0.769063,-13.810503,12.015158,7.529332,1.493277,-216.793282,-193.867113,9.651718,-204.441276,-43.434741,38.221243,29.286891,-7.293718,-29.8335,23.389,18.242658,-0.262313,-10.772772,12.981773,6.931368,-1.057434,-699.611449,-656.074885,16.79185,-674.822053,-62.907755,67.984781,48.580851,11.532912,-31.25,41.705,27.794781,1.01375,-16.574583,17.401898,12.273058,2.487248,-257.571777,-229.260282,11.173905,-242.084371,-66.84634,67.053875,49.241404,7.26729,-38.429,44.627,28.935871,-0.074125,-21.271186,18.782877,11.491777,2.804651,296.477145,341.15993,17.909457,310.574645,-83.309907,85.593508,69.5699,13.301297,-43.167,53.8555,34.672065,1.446312,-24.373971,23.200173,16.841902,3.715537,0
55,186.444259,204.639531,7.253411,198.191778,-35.563228,45.333323,29.030913,9.451543,-24.463,24.8045,17.391207,0.36,-12.706002,12.567409,7.333993,1.825573,-215.619131,-198.942725,6.269352,-209.248983,-45.81663,34.940621,28.865161,-9.115137,-26.5625,20.9475,17.271863,-1.30625,-11.393612,11.877273,6.734644,-1.78677,-692.466135,-652.758554,16.380612,-675.45403,-42.189526,67.323637,41.941327,16.769921,-33.645,40.725,29.170297,3.166875,-17.74838,17.953441,11.90676,2.611434,-235.644395,-201.116725,13.68193,-214.125192,-21.027588,56.105741,30.278889,20.120193,-49.608,44.433,30.862934,-1.519375,-24.306796,25.757779,14.597593,2.343794,280.702654,331.282709,20.764614,312.398185,-55.310246,73.715175,55.856519,15.900003,-40.479,61.72,39.361035,7.532,-22.993698,28.376195,16.445139,3.97836,0
56,164.795478,200.081874,15.496549,182.344012,-34.699498,45.885927,33.321102,-0.612973,-18.848,29.6875,15.165501,-1.361187,-12.981773,14.846414,8.648488,2.377868,-211.614079,-177.328946,15.685346,-193.694932,-46.748597,33.317811,33.51718,1.260241,-29.8825,18.6035,15.540058,1.696875,-15.260779,12.567409,8.122297,-2.088882,-701.510031,-660.840784,15.896598,-684.973455,-67.118576,61.765777,53.731504,2.399744,-32.81,43.7,24.98391,0.538125,-17.81202,14.495689,11.800697,3.427258,-249.177712,-209.749085,16.417218,-231.310715,-61.0417,79.583454,55.470522,9.253199,-42.382,47.801,27.30477,-2.416875,-21.335533,25.546354,14.732623,4.031039,249.316305,293.201473,16.28031,273.235429,-81.414507,70.711032,63.917023,7.587079,-43.212,56.05,33.328379,0.089875,-18.230627,24.583274,15.097609,4.803995,0
57,153.367572,224.0086,28.729327,189.327134,-39.878348,12.36058,21.536673,-14.121453,-22.9005,30.1755,18.691338,0.671375,-14.224867,11.393612,8.695633,2.598175,-235.023556,-163.484148,29.26474,-200.704128,-12.395228,37.738996,21.483618,14.052863,-31.5915,18.701,18.659257,-1.147375,-13.05107,12.774591,8.214542,-2.641486,-705.551146,-661.392328,18.18659,-685.060076,-71.576884,45.155839,41.913986,-17.026247,-35.745,40.825,29.371489,-0.489375,-18.922177,13.321892,12.847657,1.60469,-259.740827,-160.825073,43.444135,-213.779593,-69.226107,39.736573,39.517975,-21.10537,-35.9375,49.9025,30.137432,2.521125,-25.617772,26.308615,15.501455,3.759245,234.951431,325.96668,35.673268,279.337761,-81.10338,71.710174,54.927656,-12.377727,-41.4095,50.734,37.675343,-1.63625,-25.966375,22.024962,17.520404,0.958041,0
58,177.432537,188.792207,4.414357,183.80295,-45.816984,43.054671,33.690556,-9.650151,-26.7085,26.221,16.923275,-2.050687,-12.706002,9.253199,7.354259,1.320654,-200.773425,-187.37658,5.382289,-196.586557,-43.538332,45.230439,33.810726,9.469132,-25.781,22.5095,15.43786,1.360938,-10.3577,11.531497,6.855384,-1.376781,-729.896833,-674.548049,22.581805,-695.169935,-69.879828,64.944222,48.643921,-11.69643,-36.82,39.605,27.325574,-3.411875,-18.370634,15.393715,11.365581,2.197776,-229.326043,-204.882069,8.742087,-216.111366,-73.715528,56.968058,47.054392,-17.203643,-42.97,38.379,29.875233,-3.387812,-22.64863,17.194716,11.323644,2.602639,220.003547,277.214496,22.839481,257.205761,-75.681285,61.69542,49.775758,-15.813648,-45.1645,47.755,37.071456,-7.286187,-21.061175,28.243259,14.353463,1.950598,0
59,166.315404,181.334706,6.277931,177.173913,-46.162052,35.354986,31.964758,2.140589,-23.9745,26.0745,16.430315,1.6725,-14.017685,12.429523,7.660829,1.277388,-194.143945,-177.502187,6.269445,-187.954816,-33.559641,44.780719,31.035728,-1.544852,-25.049,20.6545,16.330336,-0.726125,-13.672617,12.982481,7.829822,-1.32503,-702.963135,-660.702899,16.36981,-680.055527,-66.18873,57.696378,53.510971,4.178117,-39.6,38.135,27.048461,1.635625,-16.921065,15.125014,11.086556,1.71606,-235.472215,-194.799079,15.55825,-209.430179,-74.127772,59.454952,54.850592,-8.157007,-51.9065,43.994,28.352046,-3.08325,-27.209469,19.058649,13.403688,0.859223,257.535361,297.549826,14.167295,278.06983,-77.653052,84.970901,75.771383,7.742554,-43.3115,48.5315,35.262712,2.276687,-21.061175,17.401191,14.424026,1.714159,0
60,170.182217,178.226971,3.151984,175.53369,-23.71919,40.84567,27.374143,10.962542,-28.516,29.1015,20.694213,1.049812,-14.9843,15.053596,8.287866,0.889054,-189.966005,-181.472238,3.425888,-187.359079,-42.364889,25.41165,28.257926,-10.375555,-28.8575,24.512,19.641853,-1.7455,-16.227394,14.294164,8.90489,-0.992601,-721.637826,-667.989634,22.563058,-696.859036,-29.380287,60.42581,38.956539,17.203908,-41.355,36.625,30.926744,1.985,-18.434274,16.779644,11.456151,0.961665,-212.612867,-197.421738,6.219368,-206.676617,-23.928847,67.394701,41.259112,17.763848,-45.266,46.826,35.598566,2.099062,-23.758081,19.404424,13.852988,0.068634,242.27034,288.329154,16.320055,265.180688,-55.135944,86.558002,57.400527,22.649779,-53.42,48.875,38.941153,6.262688,-24.16891,27.828894,16.061892,1.656353,0
61,158.684661,197.527451,14.03149,175.904921,-52.584703,40.154473,36.091088,-3.219899,-34.2775,25.2445,16.10818,-0.726312,-11.807976,13.810503,7.113995,-0.919283,-207.678322,-168.213986,14.076652,-186.720296,-40.223416,51.927801,36.100772,3.487009,-23.34,30.127,15.393121,0.903313,-15.260779,12.222341,7.737773,0.785551,-717.635601,-675.304654,16.644313,-697.955936,-72.372379,61.3203,52.070988,9.062457,-40.23,34.62,25.630697,0.719375,-16.164461,18.363563,11.014951,-0.293891,-229.847534,-160.963666,24.720851,-199.582126,-85.07237,48.786125,55.014665,-1.553514,-36.1845,29.004,24.291049,-3.198125,-14.36346,17.125419,9.94771,-0.639136,228.046887,296.688217,27.216432,250.905086,-78.446073,97.916965,65.01657,22.718192,-47.996,47.461,33.60527,-1.575313,-24.306796,23.547363,15.617327,-0.646693,0
62,169.526022,197.768574,10.041775,183.474676,-46.197407,31.073454,27.433839,-9.477794,-27.4415,28.3205,19.062538,-0.000062,-13.60332,12.153044,6.445324,-1.778153,-210.716053,-180.712805,10.836785,-195.170841,-30.763741,44.504947,26.928177,9.53781,-27.539,25.2445,18.382903,-0.128,-14.155571,13.327549,7.112038,1.68751,-702.478767,-671.298894,11.107784,-685.532953,-73.196158,65.669007,51.528166,-11.766257,-42.43,29.885,28.784597,-0.43375,-15.195725,17.953441,11.315583,-2.636624,-200.945605,-164.448996,15.362439,-179.789147,-69.365761,64.804922,47.908425,-4.808503,-51.1225,30.3225,30.808735,-3.59475,-21.548372,31.903244,14.928079,-2.274409,203.052783,267.822704,25.97597,232.390909,-83.831398,97.262184,68.190586,-6.102597,-55.174,36.087,35.981831,0.373312,-22.580748,26.307201,18.178538,-3.301968,0
63,169.31884,201.877572,13.053872,189.24944,-45.920575,26.619742,25.720206,-11.074618,-30.127,22.217,18.954403,-0.579813,-15.261486,12.360227,7.281707,-1.963857,-212.270627,-181.541534,12.55171,-199.961401,-26.895867,44.988608,25.552848,11.480321,-21.1425,28.4665,18.450409,0.170812,-13.258252,13.672617,7.510833,1.864508,-700.134708,-664.814725,13.886282,-682.801753,-68.843916,45.056844,43.545708,-15.810908,-41.6,30.91,28.743412,-4.675,-12.84813,18.851467,11.065032,-2.649883,-174.739874,-122.017639,19.267552,-146.263889,-77.581281,40.776373,46.372688,-21.673972,-47.852,33.3985,27.5056,-4.132063,-32.109719,25.204114,13.60328,-3.241157,211.961622,290.163035,31.72691,256.766471,-71.744822,44.987901,53.705652,-15.026284,-53.712,39.407,37.776592,-6.658438,-21.821315,26.449329,14.946893,-3.154889,0
